cost_id,warehouse_id,period_start,orders_count,cost_category,amount_usd,region,currency,cost_per_order_usd,budget_usd,variance_usd,overhead_usd
CST-000001867,WH-00008,2025-12-01,374,overhead,354.13,EMEA,USD,0.9469,382.07,-27.94,35.01
CST-000001868,WH-00015,2025-12-01,174,overhead,56.11,APAC,USD,0.3225,49.89,6.22,5.34
CST-000001869,WH-00025,2025-09-01,91,overhead,69.15,EMEA,USD,0.7599,80.68,-11.53,2.6
CST-000001870,WH-00004,2025-11-01,172,overhead,142.32,EMEA,USD,0.8274,150.78,-8.46,10.01
CST-000001871,WH-00016,2025-12-01,311,overhead,371.73,APAC,USD,1.1953,330.78,40.95,11.94
CST-000001872,WH-00023,2025-09-01,180,overhead,185.25,LATAM,USD,1.0292,175.57,9.68,12.68
CST-000001873,WH-00024,2025-11-01,212,overhead,296.97,APAC,USD,1.4008,347.85,-50.88,12.52
CST-000001874,WH-00012,2025-10-01,282,overhead,125.09,EMEA,USD,0.4436,146.05,-20.96,6.86
CST-000001875,WH-00024,2025-09-01,178,overhead,185.49,APAC,USD,1.0421,182.99,2.5,14.26
CST-000001876,WH-00023,2025-05-01,191,overhead,155.18,LATAM,USD,0.8125,184.4,-29.22,11.66
CST-000001877,WH-00009,2025-04-01,230,overhead,195.51,EMEA,USD,0.85,195.8,-0.29,14.57
CST-000001878,WH-00023,2025-08-01,173,overhead,189.54,LATAM,USD,1.0956,191.08,-1.54,21.86
CST-000001879,WH-00002,2025-11-01,260,overhead,159.73,EMEA,USD,0.6143,185.97,-26.24,6.82
CST-000001880,WH-00016,2025-07-01,190,overhead,144.17,APAC,USD,0.7588,140.43,3.74,7.14
CST-000001881,WH-00023,2025-01-01,175,overhead,48.73,LATAM,USD,0.2785,41.42,7.31,2.86
CST-000001882,WH-00020,2025-03-01,178,overhead,126.55,APAC,USD,0.711,133.05,-6.5,8.71
CST-000001883,WH-00011,2025-06-01,139,overhead,179.93,NA,USD,1.2945,157.83,22.1,12.96
CST-000001884,WH-00017,2025-02-01,73,overhead,89.66,NA,USD,1.2282,79.61,10.05,5.02
CST-000001885,WH-00022,2025-07-01,159,overhead,139.71,NA,USD,0.8787,119.86,19.85,6.97
CST-000001886,WH-00021,2025-10-01,91,overhead,160.55,EMEA,USD,1.7643,182.96,-22.41,15.55
CST-000001887,WH-00009,2025-06-01,251,overhead,281.07,EMEA,USD,1.1198,317.86,-36.79,11.42
CST-000001888,WH-00021,2025-11-01,101,overhead,119.22,EMEA,USD,1.1804,128.46,-9.24,3.85
CST-000001889,WH-00006,2025-08-01,120,overhead,142.06,EMEA,USD,1.1838,130.46,11.6,7.73
CST-000001890,WH-00020,2025-11-01,241,overhead,122.94,APAC,USD,0.5101,127.01,-4.07,10.51
CST-000001891,WH-00023,2025-02-01,169,overhead,129.44,LATAM,USD,0.7659,126.74,2.7,12.74
CST-000001892,WH-00015,2025-07-01,141,overhead,152.6,APAC,USD,1.0823,159.82,-7.22,5.92
CST-000001893,WH-00014,2025-12-01,281,overhead,175.89,EMEA,USD,0.6259,171.67,4.22,7.21
CST-000001894,WH-00011,2025-03-01,134,overhead,186.97,NA,USD,1.3953,161.35,25.62,14.21
CST-000001895,WH-00024,2025-02-01,129,overhead,163.22,APAC,USD,1.2653,163.74,-0.52,10.58
CST-000001896,WH-00018,2025-07-01,120,overhead,102.85,EMEA,USD,0.8571,104.79,-1.94,8.15
CST-000001897,WH-00019,2025-12-01,195,overhead,70.5,APAC,USD,0.3615,81.53,-11.03,4.55
CST-000001898,WH-00020,2025-12-01,254,overhead,113.85,APAC,USD,0.4482,98.08,15.77,13.57
CST-000001899,WH-00024,2025-05-01,193,overhead,137.15,APAC,USD,0.7106,139.18,-2.03,13.99
CST-000001900,WH-00010,2025-06-01,231,overhead,191.48,APAC,USD,0.8289,213.02,-21.54,11.39
CST-000001901,WH-00010,2025-11-01,322,overhead,104.33,APAC,USD,0.324,98.08,6.25,8.05
CST-000001902,WH-00008,2025-10-01,322,overhead,402.4,EMEA,USD,1.2497,421.58,-19.18,13.9
CST-000001903,WH-00018,2025-11-01,197,overhead,270.31,EMEA,USD,1.3721,239.36,30.95,27.84
CST-000001904,WH-00024,2025-10-01,206,overhead,92.21,APAC,USD,0.4476,99.5,-7.29,8.97
CST-000001905,WH-00004,2025-03-01,100,overhead,62.53,EMEA,USD,0.6253,54.22,8.31,5.53
CST-000001906,WH-00007,2025-01-01,103,overhead,44.05,EMEA,USD,0.4277,42.2,1.85,3.96
CST-000001907,WH-00005,2025-12-01,198,overhead,208.05,EMEA,USD,1.0508,241.08,-33.03,14.88
CST-000001908,WH-00008,2025-09-01,269,overhead,289.34,EMEA,USD,1.0756,299.73,-10.39,9.05
CST-000001909,WH-00005,2025-01-01,122,overhead,184.7,EMEA,USD,1.5139,157.24,27.46,17.15
CST-000001910,WH-00012,2025-12-01,333,overhead,564.48,EMEA,USD,1.6951,530.18,34.3,
CST-000001911,WH-00020,2025-01-01,150,overhead,169.93,APAC,USD,1.1329,189.57,-19.64,12.77
CST-000001912,WH-00021,2025-06-01,62,overhead,34.77,EMEA,USD,0.5608,40.43,-5.66,2.04
CST-000001913,WH-00012,2025-08-01,240,overhead,214.94,EMEA,USD,0.8956,250.09,-35.15,18.1
CST-000001914,WH-00008,2025-06-01,246,overhead,237.72,EMEA,USD,0.9663,253.81,-16.09,28.35
CST-000001915,WH-00019,2025-10-01,179,overhead,87.51,APAC,USD,0.4889,84.24,3.27,6.35
CST-000001916,WH-00015,2025-01-01,109,overhead,96.23,APAC,USD,0.8828,95.86,0.37,7.58
CST-000001917,WH-00012,2025-03-01,240,overhead,157.79,EMEA,USD,0.6575,152.05,5.74,13.6
CST-000001918,WH-00009,2025-05-01,259,overhead,402.81,EMEA,USD,1.5553,399.09,3.72,46.3
CST-000001919,WH-00008,2025-07-01,281,overhead,347.88,EMEA,USD,1.238,324.76,23.12,37.41
CST-000001920,WH-00008,2025-05-01,305,overhead,223.62,EMEA,USD,0.7332,247.72,-24.1,9.21
CST-000001921,WH-00004,2025-12-01,160,overhead,233.81,EMEA,USD,1.4613,207.27,26.54,19.37
CST-000001922,WH-00006,2025-04-01,112,overhead,188.62,EMEA,USD,1.6841,207.01,-18.39,15.77
CST-000001923,WH-00017,2025-01-01,89,overhead,105.9,NA,USD,1.1899,114.24,-8.34,5.95
CST-000001924,WH-00013,2025-03-01,118,overhead,130.42,APAC,USD,1.1053,154.02,-23.6,5.71
CST-000001925,WH-00024,2025-06-01,158,overhead,78.15,APAC,USD,0.4946,73.91,4.24,8.32
CST-000001926,WH-00023,2025-04-01,181,overhead,146.2,LATAM,USD,0.8077,143.99,2.21,9.31
CST-000001927,WH-00013,2025-07-01,128,overhead,140.03,APAC,USD,1.094,137.06,2.97,16.24
CST-000001928,WH-00009,2025-12-01,326,overhead,452.74,EMEA,USD,1.3888,434.48,18.26,45.27
CST-000001929,WH-00023,2025-07-01,190,overhead,229.19,LATAM,USD,1.2063,268.0,-38.81,7.68
CST-000001930,WH-00008,2025-04-01,266,overhead,307.72,EMEA,USD,1.1568,278.8,28.92,22.48
CST-000001931,WH-00022,2025-03-01,158,overhead,117.52,NA,USD,0.7438,122.87,-5.35,9.41
CST-000001932,WH-00003,2025-08-01,136,overhead,145.65,LATAM,USD,1.071,173.97,-28.32,12.75
CST-000001933,WH-00002,2025-12-01,276,overhead,200.86,EMEA,USD,0.7278,204.1,-3.24,19.02
CST-000001934,WH-00011,2025-01-01,107,overhead,129.22,NA,USD,1.2077,122.02,7.2,15.11
CST-000001935,WH-00023,2025-10-01,220,overhead,210.4,LATAM,USD,0.9564,202.89,7.51,6.53
CST-000001936,WH-00015,2025-03-01,123,overhead,157.29,APAC,USD,1.2788,159.0,-1.71,5.18
CST-000001937,WH-00016,2025-01-01,188,overhead,147.11,APAC,USD,0.7825,170.24,-23.13,14.61
CST-000001938,WH-00012,2025-05-01,252,overhead,400.15,EMEA,USD,1.5879,372.25,27.9,45.21
CST-000001939,WH-00004,2025-10-01,135,overhead,139.41,EMEA,USD,1.0327,166.48,-27.07,7.55
CST-000001940,WH-00011,2025-08-01,124,overhead,153.08,NA,USD,1.2345,150.87,2.21,11.66
CST-000001941,WH-00020,2025-06-01,172,overhead,239.19,APAC,USD,1.3906,221.94,17.25,9.57
CST-000001942,WH-00001,2025-11-01,203,overhead,308.11,EMEA,USD,1.5178,356.08,-47.97,32.59
CST-000001943,WH-00011,2025-07-01,130,overhead,107.2,NA,USD,0.8246,112.52,-5.32,6.65
CST-000001944,WH-00013,2025-02-01,99,overhead,53.01,APAC,USD,0.5355,52.31,0.7,4.15
CST-000001945,WH-00022,2025-08-01,155,overhead,266.16,NA,USD,1.7172,235.67,30.49,29.03
CST-000001946,WH-00003,2025-06-01,139,overhead,126.36,LATAM,USD,0.9091,110.67,15.69,
CST-000001947,WH-00003,2025-07-01,104,overhead,113.84,LATAM,USD,1.0946,100.14,13.7,10.92
CST-000001948,WH-00010,2025-01-01,229,overhead,141.53,APAC,USD,0.618,123.02,18.51,12.73
CST-000001949,WH-00018,2025-01-01,138,overhead,169.9,EMEA,USD,1.2312,194.71,-24.81,10.57
CST-000001950,WH-00001,2025-10-01,167,overhead,103.98,EMEA,USD,0.6226,100.39,3.59,5.05
CST-000001951,WH-00006,2025-12-01,168,overhead,264.24,EMEA,USD,1.5729,246.15,18.09,16.69
CST-000001952,WH-00002,2025-06-01,196,overhead,343.11,EMEA,USD,1.7506,385.89,-42.78,28.19
CST-000001953,WH-00016,2025-08-01,203,overhead,134.65,APAC,USD,0.6633,135.84,-1.19,4.98
CST-000001954,WH-00018,2025-08-01,143,overhead,164.12,EMEA,USD,1.1477,160.86,3.26,5.56
CST-000001955,WH-00018,2025-12-01,201,overhead,247.32,EMEA,USD,1.2304,246.56,0.76,27.71
CST-000001956,WH-00012,2025-04-01,236,overhead,309.0,EMEA,USD,1.3093,315.27,-6.27,9.47
CST-000001957,WH-00007,2025-07-01,103,overhead,51.11,EMEA,USD,0.4962,54.78,-3.67,4.9
CST-000001958,WH-00003,2025-10-01,109,overhead,60.6,LATAM,USD,0.556,59.64,0.96,2.97
CST-000001959,WH-00022,2025-11-01,232,overhead,385.57,NA,USD,1.6619,365.4,20.17,41.2
CST-000001960,WH-00009,2025-09-01,242,overhead,331.49,EMEA,USD,1.3698,391.36,-59.87,29.65
CST-000001961,WH-00014,2025-04-01,222,overhead,387.28,EMEA,USD,1.7445,388.78,-1.5,18.73
CST-000001962,WH-00014,2025-06-01,212,overhead,362.48,EMEA,USD,1.7098,398.14,-35.66,16.57
CST-000001963,WH-00001,2025-08-01,129,overhead,130.97,EMEA,USD,1.0153,139.21,-8.24,9.72
CST-000001964,WH-00011,2025-04-01,130,overhead,152.23,NA,USD,1.171,160.93,-8.7,8.62
CST-000001965,WH-00006,2025-06-01,113,overhead,54.08,EMEA,USD,0.4786,47.61,6.47,5.22
CST-000001966,WH-00002,2025-01-01,162,overhead,235.94,EMEA,USD,1.4564,270.13,-34.19,13.85
CST-000001967,WH-00016,2025-03-01,176,overhead,207.85,APAC,USD,1.181,225.29,-17.44,23.62
CST-000001968,WH-00019,2025-08-01,148,overhead,75.6,APAC,USD,0.5108,86.91,-11.31,3.29
CST-000001969,WH-00005,2025-02-01,118,overhead,98.58,EMEA,USD,0.8354,106.52,-7.94,6.65
CST-000001970,WH-00022,2025-06-01,173,overhead,283.19,NA,USD,1.6369,258.25,24.94,26.42
CST-000001971,WH-00020,2025-02-01,141,overhead,107.97,APAC,USD,0.7657,123.09,-15.12,6.25
CST-000001972,WH-00006,2025-11-01,169,overhead,244.38,EMEA,USD,1.446,215.71,28.67,16.51
CST-000001973,WH-00016,2025-06-01,190,overhead,151.19,APAC,USD,0.7957,165.68,-14.49,13.53
CST-000001974,WH-00011,2025-09-01,133,overhead,238.23,NA,USD,1.7912,208.3,29.93,8.07
CST-000001975,WH-00001,2025-01-01,139,overhead,249.37,EMEA,USD,1.794,297.82,-48.45,22.03
CST-000001976,WH-00016,2025-10-01,218,overhead,188.84,APAC,USD,0.8662,182.32,6.52,9.99
CST-000001977,WH-00012,2025-07-01,270,overhead,420.58,EMEA,USD,1.5577,435.62,-15.04,45.0
CST-000001978,WH-00015,2025-11-01,170,overhead,81.64,APAC,USD,0.4802,91.96,-10.32,3.57
CST-000001979,WH-00004,2025-09-01,119,overhead,189.02,EMEA,USD,1.5884,190.24,-1.22,7.05
CST-000001980,WH-00018,2025-02-01,96,overhead,115.93,EMEA,USD,1.2076,110.6,5.33,6.64
CST-000001981,WH-00017,2025-12-01,141,overhead,171.64,NA,USD,1.2173,181.61,-9.97,8.05
CST-000001982,WH-00024,2025-03-01,168,overhead,175.49,APAC,USD,1.0446,189.05,-13.56,14.54
CST-000001983,WH-00007,2025-02-01,76,overhead,95.65,EMEA,USD,1.2586,89.58,6.07,6.11
CST-000001984,WH-00015,2025-06-01,127,overhead,140.2,APAC,USD,1.1039,149.07,-8.87,6.58
CST-000001985,WH-00020,2025-07-01,192,overhead,79.62,APAC,USD,0.4147,93.97,-14.35,6.24
CST-000001986,WH-00006,2025-07-01,121,overhead,204.76,EMEA,USD,1.6922,238.25,-33.49,19.99
CST-000001987,WH-00005,2025-11-01,175,overhead,207.76,EMEA,USD,1.1872,243.81,-36.05,20.81
CST-000001988,WH-00005,2025-03-01,151,overhead,122.41,EMEA,USD,0.8107,146.52,-24.11,10.8
CST-000001989,WH-00024,2025-08-01,163,overhead,154.57,APAC,USD,0.9483,171.59,-17.02,9.76
CST-000001990,WH-00003,2025-11-01,163,overhead,198.28,LATAM,USD,1.2164,204.46,-6.18,8.77
CST-000001991,WH-00019,2025-01-01,141,overhead,122.15,APAC,USD,0.8663,142.97,-20.82,3.92
CST-000001992,WH-00005,2025-09-01,172,overhead,124.43,EMEA,USD,0.7234,118.74,5.69,6.32
CST-000001993,WH-00010,2025-08-01,225,overhead,140.05,APAC,USD,0.6224,126.01,14.04,4.57
CST-000001994,WH-00019,2025-06-01,137,overhead,153.08,APAC,USD,1.1174,162.58,-9.5,13.72
CST-000001995,WH-00018,2025-10-01,154,overhead,188.19,EMEA,USD,1.222,179.51,8.68,10.87
CST-000001996,WH-00023,2025-11-01,237,overhead,188.18,LATAM,USD,0.794,186.69,1.49,15.75
CST-000001997,WH-00015,2025-10-01,151,overhead,206.52,APAC,USD,1.3677,176.05,30.47,14.87
CST-000001998,WH-00006,2025-09-01,117,overhead,71.62,EMEA,USD,0.6121,80.66,-9.04,4.02
CST-000001999,WH-00019,2025-07-01,125,overhead,80.28,APAC,USD,0.6422,82.63,-2.35,3.18
CST-000002000,WH-00014,2025-09-01,231,overhead,239.69,EMEA,USD,1.0376,277.27,-37.58,16.15
CST-000002001,WH-00016,2025-05-01,195,overhead,214.1,APAC,USD,1.0979,250.6,-36.5,21.67
CST-000002002,WH-00005,2025-06-01,136,overhead,147.14,EMEA,USD,1.0819,154.2,-7.06,10.06
CST-000002003,WH-00017,2025-10-01,111,overhead,190.09,NA,USD,1.7125,185.13,4.96,20.03
CST-000002004,WH-00009,2025-11-01,334,overhead,532.48,EMEA,USD,1.5943,493.09,39.39,35.63
CST-000002005,WH-00022,2025-12-01,238,overhead,380.59,NA,USD,1.5991,399.54,-18.95,33.12
CST-000002006,WH-00003,2025-02-01,107,overhead,110.75,LATAM,USD,1.035,120.63,-9.88,4.03
CST-000002007,WH-00006,2025-03-01,119,overhead,201.99,EMEA,USD,1.6974,234.29,-32.3,14.11
CST-000002008,WH-00020,2025-05-01,209,overhead,253.15,APAC,USD,1.2112,217.16,35.99,25.7
CST-000002009,WH-00011,2025-11-01,174,overhead,316.35,NA,USD,1.8181,290.75,25.6,15.66
CST-000002010,WH-00020,2025-09-01,175,overhead,77.5,APAC,USD,0.4429,72.15,5.35,6.28
CST-000002011,WH-00023,2025-06-01,187,overhead,83.71,LATAM,USD,0.4476,74.14,9.57,6.3
CST-000002012,WH-00014,2025-05-01,211,overhead,357.77,EMEA,USD,1.6956,419.0,-61.23,21.44
CST-000002013,WH-00015,2025-04-01,128,overhead,158.09,APAC,USD,1.2351,178.9,-20.81,15.4
CST-000002014,WH-00012,2025-06-01,230,overhead,263.95,EMEA,USD,1.1476,307.03,-43.08,18.81
CST-000002015,WH-00011,2025-02-01,95,overhead,183.12,NA,USD,1.9276,185.71,-2.59,13.85
CST-000002016,WH-00021,2025-12-01,123,overhead,91.13,EMEA,USD,0.7409,89.17,1.96,4.02
CST-000002017,WH-00020,2025-10-01,185,overhead,196.51,APAC,USD,1.0622,189.9,6.61,11.07
CST-000002018,WH-00021,2025-01-01,81,overhead,60.56,EMEA,USD,0.7477,68.34,-7.78,5.12
CST-000002019,WH-00006,2025-02-01,88,overhead,56.63,EMEA,USD,0.6435,63.18,-6.55,4.62
CST-000002020,WH-00007,2025-04-01,99,overhead,89.57,EMEA,USD,0.9047,103.98,-14.41,6.67
CST-000002021,WH-00010,2025-12-01,319,overhead,438.53,APAC,USD,1.3747,479.38,-40.85,26.14
CST-000002022,WH-00014,2025-10-01,232,overhead,267.84,EMEA,USD,1.1545,293.9,-26.06,19.63
CST-000002023,WH-00025,2025-10-01,108,overhead,112.92,EMEA,USD,1.0456,117.61,-4.69,6.83
CST-000002024,WH-00006,2025-05-01,118,overhead,170.29,EMEA,USD,1.4431,182.81,-12.52,6.82
CST-000002025,WH-00003,2025-09-01,144,overhead,158.82,LATAM,USD,1.1029,167.53,-8.71,6.94
CST-000002026,WH-00014,2025-03-01,204,overhead,261.68,EMEA,USD,1.2827,227.82,33.86,27.44
CST-000002027,WH-00024,2025-04-01,175,overhead,223.18,APAC,USD,1.2753,266.65,-43.47,20.69
CST-000002028,WH-00011,2025-12-01,205,overhead,242.37,NA,USD,1.1823,248.79,-6.42,28.78
CST-000002029,WH-00019,2025-02-01,131,overhead,63.99,APAC,USD,0.4885,69.08,-5.09,6.26
CST-000002030,WH-00013,2025-08-01,135,overhead,72.57,APAC,USD,0.5376,73.84,-1.27,6.49
CST-000002031,WH-00007,2025-03-01,90,overhead,91.11,EMEA,USD,1.0123,77.92,13.19,9.41
CST-000002032,WH-00003,2025-03-01,131,overhead,138.51,LATAM,USD,1.0573,164.34,-25.83,6.93
CST-000002033,WH-00008,2025-02-01,196,overhead,154.7,EMEA,USD,0.7893,159.03,-4.33,9.48
CST-000002034,WH-00002,2025-10-01,233,overhead,217.43,EMEA,USD,0.9332,240.47,-23.04,22.4
CST-000002035,WH-00021,2025-03-01,85,overhead,37.02,EMEA,USD,0.4355,43.99,-6.97,2.1
CST-000002036,WH-00001,2025-05-01,143,overhead,70.58,EMEA,USD,0.4936,62.53,8.05,6.35
CST-000002037,WH-00025,2025-05-01,101,overhead,136.6,EMEA,USD,1.3525,154.08,-17.48,9.0
CST-000002038,WH-00005,2025-08-01,144,overhead,133.58,EMEA,USD,0.9276,158.13,-24.55,5.6
CST-000002039,WH-00017,2025-03-01,97,overhead,77.11,NA,USD,0.7949,89.01,-11.9,4.04
CST-000002040,WH-00007,2025-10-01,121,overhead,162.24,EMEA,USD,1.3408,162.13,0.11,15.98
CST-000002041,WH-00016,2025-09-01,221,overhead,254.56,APAC,USD,1.1519,275.13,-20.57,20.97
CST-000002042,WH-00010,2025-02-01,198,overhead,156.83,APAC,USD,0.7921,145.67,11.16,9.26
CST-000002043,WH-00013,2025-01-01,123,overhead,109.52,APAC,USD,0.8904,105.41,4.11,6.11
CST-000002044,WH-00013,2025-10-01,150,overhead,165.21,APAC,USD,1.1014,165.94,-0.73,
CST-000002045,WH-00025,2025-07-01,94,overhead,68.15,EMEA,USD,0.725,59.8,8.35,7.64
CST-000002046,WH-00001,2025-03-01,137,overhead,217.75,EMEA,USD,1.5894,194.17,23.58,
CST-000002047,WH-00013,2025-04-01,132,overhead,171.84,APAC,USD,1.3018,148.18,23.66,7.31
CST-000002048,WH-00018,2025-06-01,120,overhead,50.52,EMEA,USD,0.421,43.86,6.66,2.52
CST-000002049,WH-00002,2025-02-01,142,overhead,247.73,EMEA,USD,1.7446,240.71,7.02,15.49
CST-000002050,WH-00014,2025-07-01,201,overhead,140.78,EMEA,USD,0.7004,156.37,-15.59,5.99
CST-000002051,WH-00006,2025-01-01,99,overhead,115.12,EMEA,USD,1.1628,125.45,-10.33,6.36
CST-000002052,WH-00024,2025-12-01,246,overhead,247.06,APAC,USD,1.0043,262.82,-15.76,22.75
CST-000002053,WH-00016,2025-02-01,153,overhead,48.73,APAC,USD,0.3185,57.34,-8.61,5.66
CST-000002054,WH-00003,2025-01-01,114,overhead,136.36,LATAM,USD,1.1961,124.03,12.33,15.72
CST-000002055,WH-00025,2025-01-01,69,overhead,113.91,EMEA,USD,1.6509,122.19,-8.28,4.87
CST-000002056,WH-00020,2025-04-01,182,overhead,130.07,APAC,USD,0.7147,155.41,-25.34,7.26
CST-000002057,WH-00003,2025-04-01,118,overhead,113.04,LATAM,USD,0.958,107.72,5.32,6.26
CST-000002058,WH-00005,2025-04-01,117,overhead,196.86,EMEA,USD,1.6826,180.78,16.08,18.13
CST-000002059,WH-00017,2025-11-01,112,overhead,110.79,NA,USD,0.9892,120.02,-9.23,7.99
CST-000002060,WH-00004,2025-04-01,97,overhead,135.6,EMEA,USD,1.3979,131.75,3.85,5.31
CST-000002061,WH-00017,2025-06-01,92,overhead,85.56,NA,USD,0.93,98.34,-12.78,3.27
CST-000002062,WH-00018,2025-03-01,134,overhead,233.45,EMEA,USD,1.7422,235.29,-1.84,17.22
CST-000002063,WH-00022,2025-09-01,176,overhead,173.31,NA,USD,0.9847,150.35,22.96,10.75
CST-000002064,WH-00003,2025-05-01,104,overhead,38.54,LATAM,USD,0.3706,33.47,5.07,1.26
CST-000002065,WH-00001,2025-07-01,138,overhead,161.63,EMEA,USD,1.1712,142.37,19.26,9.24
CST-000002066,WH-00025,2025-03-01,89,overhead,40.82,EMEA,USD,0.4587,35.06,5.76,3.08
CST-000002067,WH-00015,2025-09-01,137,overhead,65.74,APAC,USD,0.4799,77.62,-11.88,3.01
CST-000002068,WH-00004,2025-02-01,77,overhead,105.98,EMEA,USD,1.3764,109.07,-3.09,4.17
CST-000002069,WH-00004,2025-01-01,101,overhead,124.79,EMEA,USD,1.2355,117.41,7.38,5.41
CST-000002070,WH-00022,2025-02-01,123,overhead,174.73,NA,USD,1.4206,207.26,-32.53,10.66
CST-000002071,WH-00011,2025-10-01,149,overhead,200.15,NA,USD,1.3433,202.22,-2.07,12.83
CST-000002072,WH-00022,2025-01-01,134,overhead,263.99,NA,USD,1.9701,260.02,3.97,19.66
CST-000002073,WH-00019,2025-09-01,134,overhead,79.25,APAC,USD,0.5914,77.51,1.74,4.28
CST-000002074,WH-00010,2025-03-01,224,overhead,299.37,APAC,USD,1.3365,271.32,28.05,28.33
CST-000002075,WH-00002,2025-08-01,158,overhead,142.15,EMEA,USD,0.8997,156.86,-14.71,14.33
CST-000002076,WH-00018,2025-04-01,124,overhead,63.54,EMEA,USD,0.5124,68.36,-4.82,5.85
CST-000002077,WH-00001,2025-02-01,99,overhead,161.01,EMEA,USD,1.6264,143.15,17.86,7.36
CST-000002078,WH-00025,2025-04-01,103,overhead,99.05,EMEA,USD,0.9617,93.95,5.1,7.5
CST-000002079,WH-00019,2025-04-01,131,overhead,80.42,APAC,USD,0.6139,90.56,-10.14,6.3
CST-000002080,WH-00017,2025-05-01,109,overhead,93.74,NA,USD,0.86,92.05,1.69,5.28
CST-000002081,WH-00023,2025-03-01,161,overhead,78.19,LATAM,USD,0.4857,92.5,-14.31,5.28
CST-000002082,WH-00022,2025-04-01,155,overhead,292.13,NA,USD,1.8847,332.34,-40.21,27.23
CST-000002083,WH-00004,2025-08-01,107,overhead,100.94,EMEA,USD,0.9434,111.33,-10.39,6.71
CST-000002084,WH-00013,2025-09-01,142,overhead,82.41,APAC,USD,0.5804,76.09,6.32,6.23
CST-000002085,WH-00019,2025-03-01,130,overhead,159.25,APAC,USD,1.225,185.82,-26.57,13.25
CST-000002086,WH-00007,2025-08-01,99,overhead,52.41,EMEA,USD,0.5294,59.1,-6.69,3.8
CST-000002087,WH-00025,2025-12-01,130,overhead,170.28,EMEA,USD,1.3098,144.97,25.31,18.1
CST-000002088,WH-00001,2025-09-01,122,overhead,140.62,EMEA,USD,1.1526,154.73,-14.11,10.49
CST-000002089,WH-00021,2025-08-01,74,overhead,109.56,EMEA,USD,1.4805,98.43,11.13,9.25
CST-000002090,WH-00004,2025-06-01,99,overhead,100.4,EMEA,USD,1.0141,93.02,7.38,7.08
CST-000002091,WH-00015,2025-02-01,98,overhead,51.87,APAC,USD,0.5293,56.02,-4.15,2.49
CST-000002092,WH-00015,2025-08-01,132,overhead,181.74,APAC,USD,1.3768,202.45,-20.71,8.11
CST-000002093,WH-00021,2025-07-01,80,overhead,119.25,EMEA,USD,1.4906,139.21,-19.96,11.12
CST-000002094,WH-00021,2025-02-01,50,overhead,45.61,EMEA,USD,0.9122,47.93,-2.32,
CST-000002095,WH-00021,2025-09-01,98,overhead,135.79,EMEA,USD,1.3856,135.85,-0.06,12.88
CST-000002096,WH-00021,2025-04-01,83,overhead,50.84,EMEA,USD,0.6125,48.4,2.44,4.53
CST-000002097,WH-00021,2025-05-01,91,overhead,129.73,EMEA,USD,1.4256,119.1,10.63,12.5
CST-000002098,WH-00025,2025-08-01,77,overhead,97.68,EMEA,USD,1.2686,112.0,-14.32,5.94
CST-000002099,WH-00017,2025-09-01,98,overhead,167.16,NA,USD,1.7057,165.5,1.66,
CST-000002100,WH-00025,2025-02-01,59,overhead,32.43,EMEA,USD,0.5497,27.87,4.56,2.81
CST-000002101,WH-00016,2025-11-01,282,penalties,28.51,APAC,USD,0.1011,24.68,3.83,0.89
CST-000002102,WH-00004,2025-05-01,132,penalties,21.14,EMEA,USD,0.1602,19.14,2.0,1.22
CST-000002103,WH-00020,2025-08-01,181,penalties,41.26,APAC,USD,0.228,37.28,3.98,1.7
CST-000002104,WH-00005,2025-10-01,187,penalties,51.65,EMEA,USD,0.2762,46.28,5.37,4.86
CST-000002105,WH-00010,2025-09-01,236,penalties,10.26,APAC,USD,0.0435,11.39,-1.13,0.72
CST-000002106,WH-00025,2025-11-01,126,penalties,15.83,EMEA,USD,0.1256,16.92,-1.09,1.52
CST-000002107,WH-00012,2025-09-01,251,penalties,64.9,EMEA,USD,0.2586,75.74,-10.84,5.06
CST-000002108,WH-00001,2025-04-01,123,penalties,39.94,EMEA,USD,0.3247,39.07,0.87,4.6
CST-000002109,WH-00009,2025-08-01,221,penalties,10.77,EMEA,USD,0.0487,11.0,-0.23,0.65
CST-000002110,WH-00007,2025-12-01,157,penalties,36.97,EMEA,USD,0.2355,39.44,-2.47,1.74
CST-000002111,WH-00022,2025-05-01,194,penalties,58.93,NA,USD,0.3038,60.65,-1.72,1.81
CST-000002112,WH-00002,2025-03-01,194,penalties,33.1,EMEA,USD,0.1706,30.63,2.47,3.26
CST-000002113,WH-00024,2025-07-01,173,penalties,35.43,APAC,USD,0.2048,41.87,-6.44,2.05
CST-000002114,WH-00010,2025-07-01,211,penalties,40.89,APAC,USD,0.1938,38.86,2.03,3.34
CST-000002115,WH-00012,2025-02-01,199,penalties,9.44,EMEA,USD,0.0474,8.45,0.99,0.83
CST-000002116,WH-00017,2025-04-01,102,penalties,14.78,NA,USD,0.1449,12.89,1.89,0.75
CST-000002117,WH-00005,2025-05-01,158,penalties,34.92,EMEA,USD,0.221,34.62,0.3,2.23
CST-000002118,WH-00019,2025-05-01,168,penalties,29.21,APAC,USD,0.1739,27.58,1.63,2.45
CST-000002119,WH-00017,2025-08-01,100,penalties,19.69,NA,USD,0.1969,23.32,-3.63,1.93
CST-000002120,WH-00012,2025-01-01,257,penalties,64.88,EMEA,USD,0.2525,63.96,0.92,2.53
